Fecha,Casos,Casos_Acum,Muertes ,Muertes_Acum,Recuperados,Recuperados_Acum
2020-12-24,11,2512,0,166,1,768
2020-12-25,19,2531,1,167,41,809
2020-12-26,3,2534,0,167,0,809
2020-12-27,8,2542,0,167,0,809
2020-12-28,2,2544,0,167,10,819
2020-12-29,19,2563,0,167,12,831
2020-12-30,30,2593,0,167,192,1023
2020-12-31,17,2610,0,167,32,1055
2021-01-01,34,2644,0,167,3,1058
2021-01-02,17,2661,1,168,0,1058
2021-01-03,24,2685,1,169,0,1058
2021-01-04,10,2695,1,170,2,1060
2021-01-05,17,2712,1,171,2,1062
2021-01-06,49,2761,1,172,78,1140
2021-01-07,57,2818,0,172,370,1510
2021-01-08,72,2890,0,172,154,1664
2021-01-09,17,2907,0,172,133,1797
2021-01-10,18,2925,0,172,0,1797
2021-01-11,32,2957,1,173,0,1797
2021-01-12,33,2990,0,173,0,1797
2021-01-13,44,3034,0,173,0,1797
2021-01-14,24,3058,1,174,0,1797
2021-01-15,49,3107,1,175,0,1797
2021-01-16,39,3146,0,175,49,1846
2021-01-17,27,3173,1,176,0,1846
2021-01-18,57,3230,1,177,0,1846
2021-01-19,56,3286,1,178,0,1846
2021-01-20,37,3323,2,180,0,1846
2021-01-21,30,3353,0,180,0,1846
2021-01-22,11,3364,0,180,0,1846
2021-01-23,12,3376,1,181,142,1988
2021-01-24,10,3386,2,183,0,1988
2021-01-25,22,3408,0,183,0,1988
2021-01-26,19,3427,2,185,0,1988
2021-01-27,17,3444,0,185,0,1988
2021-01-28,21,3465,2,187,0,1988
2021-01-29,17,3482,0,187,0,1988
2021-01-30,4,3486,0,187,0,1988
2021-01-31,12,3498,0,187,0,1988
2021-02-01,18,3516,3,190,0,1988
2021-02-02,17,3533,2,192,0,1988
2021-02-03,40,3573,0,192,0,1988
2021-02-04,37,3610,0,192,0,1988
2021-02-05,35,3645,2,194,300,2288
2021-02-06,33,3678,1,195,65,2353
2021-02-07,33,3711,2,197,0,2353
2021-02-08,10,3721,3,200,9,2362
2021-02-09,14,3735,3,203,26,2388
2021-02-10,25,3760,4,207,2,2390
2021-02-11,8,3768,3,210,3,2393
2021-02-12,11,3779,2,212,0,2393
2021-02-13,2,3781,3,215,0,2393
2021-02-14,3,3784,2,217,0,2393
2021-02-15,0,3784,1,218,0,2393
2021-02-16,7,3791,0,218,0,2393
2021-02-17,7,3798,0,218,0,2393
2021-02-18,11,3809,3,221,3,2396
2021-02-19,12,3821,0,221,76,2472
2021-02-20,5,3826,0,221,0,2472
2021-02-21,8,3834,1,222,1,2473
2021-02-22,6,3840,0,222,5,2478
2021-02-23,5,3845,1,223,0,2478
2021-02-24,11,3856,0,223,5,2483
2021-02-25,12,3868,0,223,26,2509
2021-02-26,10,3878,0,223,0,2509
2021-02-27,1,3879,0,223,0,2509
2021-02-28,0,3879,0,223,0,2509
2021-03-01,5,3884,1,224,1,2510
2021-03-02,5,3889,0,224,1,2511
2021-03-03,3,3892,0,224,0,2511
2021-03-04,2,3894,0,224,0,2511
2021-03-05,8,3902,0,224,0,2511
2021-03-06,3,3905,0,224,0,2511
2021-03-07,5,3910,1,225,0,2511
2021-03-08,12,3922,0,225,0,2511
2021-03-09,8,3930,0,225,0,2511
2021-03-10,12,3942,0,225,5,2516
2021-03-11,29,3971,0,225,18,2534
2021-03-12,24,3995,0,225,1,2535
2021-03-13,5,4000,1,226,0,2535
2021-03-14,6,4006,0,226,0,2535
2021-03-15,16,4022,1,227,0,2535
2021-03-16,16,4038,1,228,33,2568
2021-03-17,33,4071,0,228,20,2588
2021-03-18,42,4113,1,229,1,2589
2021-03-19,42,4155,0,229,0,2589
2021-03-20,7,4162,1,230,14,2603
2021-03-21,15,4148,0,230,10,2613
2021-03-22,34,4182,0,230,0,2613
2021-03-23,25,4207,0,230,15,2628
2021-03-24,40,4247,1,231,2,2630
2021-03-25,51,4298,0,231,5,2635
2021-03-26,76,4374,0,231,1,2636
2021-03-27,28,4402,1,232,0,2636
2021-03-28,31,4433,1,233,0,2636
2021-03-29,20,4453,1,234,0,2636
2021-03-30,56,4509,4,238,3,2639
2021-03-31,65,4574,1,239,0,2639
2021-04-01,37,4611,0,239,9,2648
2021-04-02,35,4646,1,240,7,2655
2021-04-03,23,4669,1,241,0,2655
2021-04-04,21,4690,1,242,0,2655
2021-04-05,51,4741,2,244,12,2667
2021-04-06,59,4800,2,246,4,2671
2021-04-07,43,4843,4,250,2,2673
2021-04-08,50,4893,1,251,0,2673
2021-04-09,46,4939,2,253,7,2680
2021-04-10,12,4951,0,253,8,2688
2021-04-11,18,4969,1,254,4,2692
