Fecha,Casos,Casos_Acum,Muertes,Muertes_Acum,Recuperados,Recuperados_Acum
2020-12-18,16,8187,1,521,10,7364
2020-12-19,33,8220,0,521,7,7371
2020-12-20,56,8276,0,521,17,7381
2020-12-21,7,8283,0,521,9,7390
2020-12-22,21,8304,0,521,8,7398
2020-12-23,43,8347,0,521,17,7415
2020-12-24,70,8417,1,522,10,7425
2020-12-25,83,8500,1,523,11,7436
2020-12-26,18,8518,1,524,8,7444
2020-12-27,22,8540,1,525,6,7450
2020-12-28,34,8574,0,525,10,7460
2020-12-29,58,8632,0,525,8,7468
2020-12-30,106,8738,0,525,15,7483
2020-12-31,164,8902,1,526,11,7494
2021-01-01,73,8975,0,526,10,7504
2021-01-02,74,9049,2,528,11,7515
2021-01-03,44,9093,0,528,12,7527
2021-01-04,98,9191,1,529,19,7546
2021-01-05,60,9251,2,531,12,7558
2021-01-06,139,9390,0,531,10,7568
2021-01-07,102,9492,2,533,12,7580
2021-01-08,164,9656,2,535,11,7591
2021-01-09,143,9799,2,537,13,7604
2021-01-10,83,9882,1,538,7,7611
2021-01-11,129,10011,4,542,11,7622
2021-01-12,88,10099,5,547,6,7628
2021-01-13,154,10253,5,552,10,7638
2021-01-14,165,10418,2,554,8,7646
2021-01-15,129,10547,7,561,19,7665
2021-01-16,143,10690,4,565,15,7680
2021-01-17,152,10842,3,568,12,7692
2021-01-18,139,10981,5,573,25,7717
2021-01-19,134,11115,6,579,18,7735
2021-01-20,117,11232,4,583,14,7749
2021-01-21,151,11383,4,587,10,7759
2021-01-22,164,11547,5,592,18,7777
2021-01-23,150,11697,2,594,28,7805
2021-01-24,114,11811,10,604,34,7839
2021-01-25,222,12033,11,615,32,7871
2021-01-26,243,12276,4,619,26,7897
2021-01-27,225,12501,6,625,37,7934
2021-01-28,157,12658,6,631,72,8006
2021-01-29,236,12894,6,637,28,8034
2021-01-30,124,13018,2,639,65,8099
2021-01-31,149,13167,2,641,23,8122
2021-02-01,68,13235,4,645,36,8158
2021-02-02,80,13315,6,651,32,8190
2021-02-03,107,13422,6,657,59,8249
2021-02-04,146,13568,3,660,69,8318
2021-02-05,113,13681,3,663,65,8383
2021-02-06,69,13750,4,667,50,8433
2021-02-07,104,13854,1,668,62,8495
2021-02-08,92,13946,3,671,74,8569
2021-02-09,91,14037,3,674,98,8667
2021-02-10,94,14131,4,678,74,8741
2021-02-11,98,14229,5,683,60,8801
2021-02-12,89,14318,5,688,56,8857
2021-02-13,81,14399,5,693,54,8911
2021-02-14,97,14496,5,698,60,8971
2021-02-15,73,14569,3,701,90,9061
2021-02-16,100,14669,2,703,50,9111
2021-02-17,39,14708,2,705,96,9207
2021-02-18,58,14766,1,706,98,9305
2021-02-19,81,14847,5,711,92,9397
2021-02-20,72,14919,1,712,42,9439
2021-02-21,60,14979,1,713,76,9515
2021-02-22,53,15032,2,715,88,9603
2021-02-23,59,15091,1,716,62,9665
2021-02-24,69,15160,1,717,60,9725
2021-02-25,48,15208,0,717,56,9781
2021-02-26,67,15275,1,718,40,9821
2021-02-27,61,15336,0,718,54,9875
2021-02-28,72,15408,2,720,40,9915
2021-03-01,34,15442,0,720,47,9962
2021-03-02,88,15530,5,725,68,10030
2021-03-03,57,15587,4,729,48,10078
2021-03-04,71,15658,1,730,40,10118
2021-03-05,50,15708,1,731,24,10142
2021-03-06,49,15757,0,731,14,10156
2021-03-07,28,15785,0,731,19,10175
2021-03-08,33,15818,1,732,35,10210
2021-03-09,25,15843,0,732,53,10263
2021-03-10,47,15890,1,733,60,10323
2021-03-11,44,15934,1,734,48,10371
2021-03-12,61,15995,1,735,51,10422
2021-03-13,33,16028,0,735,32,10454
2021-03-14,39,16067,1,736,22,10476
2021-03-15,30,16097,1,737,46,10522
2021-03-16,34,16131,1,738,39,10561
2021-03-17,31,16162,2,740,35,10596
2021-03-18,63,16225,1,741,30,10626
2021-03-19,54,16279,0,741,16,10642
2021-03-20,65,16344,0,741,15,10657
2021-03-21,27,16371,0,741,19,10676
2021-03-22,39,16410,1,742,23,10699
2021-03-23,33,16443,0,742,14,10713
2021-03-24,64,16507,0,742,20,10733
2021-03-25,31,16538,4,746,8,10741
2021-03-26,40,16578,2,748,14,10755
2021-03-27,16,16594,1,749,12,10767
