Fecha ,Casos,Casos_Acum,Muertes,Muertes_Acum,Recuperados,Recuperados_Acum,Vacunados_Prim,Vacunados_Seg
2020-06-21,334,14499,5,327,351,4778,0,0
2020-06-22,568,15067,21,348,379,5157,0,0
2020-06-23,375,15442,3,351,432,5589,0,0
2020-06-24,542,15984,14,365,457,6046,0,0
2020-06-25,571,16555,8,373,512,6558,0,0
2020-06-26,222,16777,8,381,387,6945,0,0
2020-06-27,678,17455,15,396,387,7332,0,0
2020-06-28,418,17873,16,412,337,7669,0,0
2020-06-29,338,18211,19,431,390,8059,0,0
2020-06-30,670,18881,24,455,372,8431,0,0
2020-07-01,376,19257,22,477,401,8832,0,0
2020-07-02,734,19991,29,506,482,9314,0,0
2020-07-03,567,20558,21,527,374,9688,0,0
2020-07-04,632,21190,24,551,466,10154,0,0
2020-07-05,562,21752,22,573,344,10498,0,0
2020-07-06,201,21953,18,591,227,10725,0,0
2020-07-07,445,22398,23,614,412,11137,0,0
2020-07-08,528,22926,24,638,417,11554,0,0
2020-07-09,485,23411,23,661,433,11987,0,0
2020-07-10,614,24025,26,687,487,12474,0,0
2020-07-11,600,24625,13,700,327,12801,0,0
2020-07-12,275,24900,9,709,376,13177,0,0
2020-07-13,360,25260,24,733,338,13515,0,0
2020-07-14,864,26124,7,740,408,13923,0,0
2020-07-15,547,26671,16,756,401,14324,0,0
2020-07-16,1073,27744,5,761,496,14820,0,0
2020-07-17,1245,28989,17,778,532,15352,0,0
2020-07-18,495,29484,19,797,119,15471,0,0
2020-07-19,270,29754,17,814,76,15547,0,0
2020-07-20,555,30309,19,833,148,15695,0,0
2020-07-21,578,30887,21,854,133,15828,0,0
2020-07-22,513,31400,20,874,195,16023,0,0
2020-07-23,256,31656,17,891,125,16148,0,0
2020-07-24,190,31846,17,908,304,16452,0,0
2020-07-25,292,32138,20,928,85,16537,0,0
2020-07-26,234,32372,20,948,33,16570,0,0
2020-07-27,281,32653,19,967,72,16642,0,0
2020-07-28,431,33084,33,1000,230,16872,0,0
2020-07-29,466,33550,29,1029,230,17102,0,0
2020-07-30,440,33990,32,1061,404,17506,0,0
2020-07-31,419,34409,33,1094,65,17571,0,0
2020-08-01,329,34738,30,1124,67,17638,0,0
2020-08-02,234,34972,29,1153,12,17650,0,0
2020-08-03,324,35296,27,1180,155,17805,0,0
2020-08-04,463,35759,35,1215,615,18420,0,0
2020-08-05,322,36081,31,1246,658,19078,0,0
2020-08-06,378,36459,29,1275,692,19770,0,0
2020-08-07,229,36688,19,1294,536,20306,0,0
2020-08-08,236,36924,18,1312,507,20813,0,0
2020-08-09,133,37057,21,1333,563,21376,0,0
2020-08-10,335,37392,29,1362,637,22013,0,0
2020-08-11,207,37599,18,1380,556,22569,0,0
2020-08-12,232,37831,21,1401,566,23135,0,0
2020-08-13,185,38016,15,1416,479,23614,0,0
2020-08-14,171,38187,13,1429,479,24093,0,0
2020-08-15,114,38301,19,1448,547,24640,0,0
2020-08-16,115,38416,15,1463,387,25027,0,0
2020-08-17,95,38511,16,1479,466,25493,0,0
2020-08-18,69,38580,15,1494,479,25972,0,0
2020-08-19,282,38862,25,1519,508,26480,0,0
2020-08-20,107,38969,29,1548,408,26888,0,0
2020-08-21,144,39113,26,1574,472,27360,0,0
2020-08-22,173,39286,29,1603,583,27943,0,0
2020-08-23,87,39373,26,1629,489,28432,0,0
2020-08-24,64,39437,26,1655,518,28950,0,0
2020-08-25,179,39616,31,1686,550,29500,0,0
2020-08-26,262,39878,14,1700,505,30005,0,0
2020-08-27,136,40014,30,1730,445,30450,0,0
2020-08-28,162,40176,12,1742,415,30865,0,0
2020-08-29,94,40270,57,1799,509,31374,0,0
2020-08-30,23,40293,15,1814,308,31682,0,0
2020-08-31,152,40445,17,1831,379,32061,0,0
2020-09-01,193,40638,23,1854,370,32431,0,0
2020-09-02,154,40792,22,1876,392,32823,0,0
2020-09-03,93,40885,14,1890,359,33182,0,0
2020-09-04,122,41007,25,1915,402,33584,0,0
2020-09-05,78,41085,19,1934,325,33909,0,0
2020-09-06,27,41112,23,3527,347,34256,0,0
2020-09-07,85,41197,19,3546,308,34564,0,0
2020-09-08,117,41314,20,3566,318,34882,0,0
2020-09-09,116,41430,25,3591,388,35270,0,0
2020-09-10,125,41555,27,3618,416,35686,0,0
2020-09-11,98,41653,21,3639,315,36001,0,0
2020-09-12,38,41691,18,3657,270,36271,0,0
2020-09-13,68,41759,22,3679,253,36524,0,0
2020-09-14,60,41819,21,3700,337,36861,0,0
2020-09-15,104,41923,26,3726,286,37147,0,0
2020-09-16,68,41991,8,3734,276,37423,0,0
2020-09-17,73,42064,12,3746,215,37638,0,0
2020-09-18,36,42100,19,3765,186,37824,0,0
2020-09-19,53,42153,19,3784,115,37939,0,0
2020-09-20,25,42178,16,3800,127,38066,0,0
2020-09-21,48,42226,18,3818,115,38181,0,0
2020-09-22,50,42276,18,3836,47,38228,0,0
2020-09-23,60,42336,17,3853,44,38272,0,0
2020-09-24,38,42374,15,3868,29,38301,0,0
2020-09-25,134,42508,17,3885,29,38330,0,0
2020-09-26,36,42544,17,3902,25,38355,0,0
2020-09-27,44,42588,18,3920,23,38378,0,0
2020-09-28,37,42625,15,3935,21,38399,0,0
2020-09-29,59,42684,17,3952,22,38421,0,0
2020-09-30,37,42721,16,3968,20,38441,0,0
2020-10-01,25,42746,13,3981,15,38456,0,0
2020-10-02,101,42847,17,3998,22,38478,0,0
2020-10-03,37,42884,13,4011,21,38499,0,0
2020-10-04,43,42927,16,4027,18,38517,0,0
2020-10-05,26,42953,13,4040,15,38532,0,0
2020-10-06,69,43022,15,4055,21,38553,0,0
2020-10-07,53,43075,15,4070,19,38572,0,0
2020-10-08,47,43122,17,4087,25,38597,0,0
2020-10-09,70,43192,18,4105,23,38620,0,0
2020-10-10,33,43225,14,4119,20,38640,0,0
2020-10-11,11,43236,10,4129,13,38653,0,0
2020-10-12,27,43263,10,4139,12,38665,0,0
2020-10-13,43,43306,14,4153,23,38688,0,0
2020-10-14,92,43398,12,4165,19,38707,0,0
2020-10-15,43,43441,11,4176,27,38734,0,0
2020-10-16,46,43487,16,4192,21,38755,0,0
2020-10-17,14,43501,15,4207,19,38774,0,0
2020-10-18,21,43522,12,4219,17,38791,0,0
2020-10-19,36,43558,11,4230,23,38814,0,0
2020-10-20,36,43594,13,4243,18,38832,0,0
2020-10-21,61,43655,17,4260,22,38854,0,0
2020-10-22,64,43719,12,4272,24,38878,0,0
2020-10-23,44,43763,13,4285,22,38900,0,0
2020-10-24,24,43787,13,4298,18,38918,0,0
2020-10-25,3,43790,11,4309,16,38934,0,0
2020-10-26,31,43821,3,4312,19,38953,0,0
2020-10-27,48,43869,4,4316,18,38971,0,0
2020-10-28,51,43920,6,4322,25,38996,0,0
2020-10-29,38,43958,3,4325,20,39016,0,0
2020-10-30,22,43980,3,4328,13,39029,0,0
2020-10-31,14,43994,4,4332,16,39045,0,0
2020-11-01,24,44018,4,4336,23,39068,0,0
2020-11-02,8,44026,3,4339,18,39086,0,0
2020-11-03,23,44049,2,4341,17,39103,0,0
2020-11-04,46,44095,1,4342,19,39122,0,0
2020-11-05,40,44135,2,4344,16,39138,0,0
2020-11-06,50,44185,1,4345,14,39152,0,0
2020-11-07,12,44197,0,4345,17,39169,0,0
2020-11-08,6,44203,0,4345,21,39190,0,0
2020-11-09,41,44244,1,4346,16,39206,0,0
2020-11-10,31,44275,1,4347,21,39227,0,0
2020-11-11,37,44312,2,4349,22,39249,0,0
2020-11-12,35,44347,3,4352,22,39271,0,0
2020-11-13,51,44398,3,4355,19,39290,0,0
2020-11-14,12,44410,3,4358,23,39313,0,0
2020-11-15,26,44436,2,4360,42,39332,0,0
2020-11-16,42,44478,0,4360,25,39357,0,0
2020-11-17,45,44523,3,4363,27,39384,0,0
2020-11-18,28,44551,4,4367,18,39402,0,0
2020-11-19,37,44588,4,4371,18,39420,0,0
2020-11-20,42,44630,3,4374,26,39446,0,0
2020-11-21,20,44650,4,4378,23,39469,0,0
2020-11-22,4,44654,2,4380,37,39506,0,0
2020-11-23,30,44684,3,4383,14,39520,0,0
2020-11-24,55,44739,4,4387,26,39546,0,0
2020-11-25,44,44783,3,4390,19,39565,0,0
2020-11-26,40,44823,3,4393,26,39591,0,0
2020-11-27,31,44854,3,4396,26,39617,0,0
2020-11-28,16,44870,2,4398,16,39633,0,0
2020-11-29,8,44878,1,4399,0,39633,0,0
2020-11-30,45,44923,3,4402,38,39671,0,0
2020-12-01,62,44985,4,4406,27,39698,0,0
2020-12-02,91,45076,4,4410,31,39729,0,0
2020-12-03,88,45164,4,4414,0,39760,0,0
2020-12-04,51,45215,3,4417,29,39789,0,0
2020-12-05,62,45277,3,4420,35,39824,0,0
2020-12-06,20,45297,2,4422,26,39850,0,0
2020-12-07,55,45352,2,4424,23,39873,0,0
2020-12-08,96,45448,5,4429,31,39904,0,0
2020-12-09,141,45589,0,4429,29,39933,0,0
2020-12-10,161,45750,0,4429,41,39974,0,0
2020-12-11,186,45936,0,4429,39,40013,0,0
2020-12-12,218,46154,0,4429,37,40050,0,0
2020-12-13,46,46200,0,4429,40,40090,0,0
2020-12-14,156,46356,2,4431,42,40132,0,0
2020-12-15,250,46606,1,4432,42,40174,0,0
2020-12-16,270,46876,0,4432,53,40227,0,0
2020-12-17,240,47116,1,4433,63,40290,0,0
2020-12-18,274,47390,0,4433,58,40348,0,0
2020-12-19,380,47770,1,4434,154,40420,0,0
2020-12-20,33,47803,0,4434,57,40477,0,0
2020-12-21,227,48030,0,4434,84,40561,0,0
2020-12-22,408,48438,5,4439,74,40635,0,0
2020-12-23,476,48914,7,4446,218,40853,0,0
2020-12-24,474,49388,5,4451,161,41014,0,0
2020-12-25,136,49524,4,4455,218,41232,0,0
2020-12-26,403,49927,7,4462,40,41272,0,0
2020-12-27,206,50133,2,4464,156,41428,0,0
2020-12-28,483,50616,0,4464,250,41678,0,0
2020-12-29,651,51267,8,4472,86,41764,0,0
2020-12-30,669,51936,7,4479,270,42034,0,0
2020-12-31,875,52811,7,4486,240,42274,0,0
2021-01-01,183,52994,6,4492,274,42548,0,0
2021-01-02,426,53420,5,4497,380,42928,0,0
2021-01-03,307,53727,3,4500,33,42961,0,0
2021-01-04,495,54222,5,4505,227,43188,0,0
2021-01-05,871,55093,2,4507,408,43596,0,0
2021-01-06,689,55782,8,4515,476,44072,0,0
2021-01-07,638,56420,5,4520,474,44546,0,0
2021-01-08,783,57203,7,4527,136,44682,0,0
2021-01-09,609,57812,6,4533,403,45085,0,0
2021-01-10,327,58139,6,4539,206,45291,0,0
2021-01-11,551,58690,7,4546,483,45774,0,0
2021-01-12,588,59278,8,4554,651,46425,0,0
2021-01-13,840,60118,10,4564,669,47094,0,0
2021-01-14,816,60934,10,4574,875,47969,0,0
2021-01-15,1045,61979,12,4586,183,48152,0,0
2021-01-16,889,62868,11,4597,426,48578,0,0
2021-01-17,425,63293,12,4609,307,48885,0,0
2021-01-18,674,63967,12,4621,495,49380,0,0
2021-01-19,1111,65078,15,4636,871,50251,0,0
2021-01-20,1158,66236,15,4651,689,50940,0,0
2021-01-21,1197,67433,13,4664,638,51578,0,0
2021-01-22,696,68129,15,4679,783,52361,0,0
2021-01-23,544,68673,14,4693,609,52970,0,0
2021-01-24,384,69057,15,4708,327,53297,0,0
2021-01-25,870,69927,15,4723,551,53848,0,0
2021-01-26,947,70874,14,4737,588,54436,0,0
2021-01-27,1213,72087,17,4754,840,55276,0,0
2021-01-28,1139,73226,18,4772,816,56092,0,0
2021-01-29,978,74204,19,4791,1045,57137,0,0
2021-01-30,790,74994,20,4811,889,58026,0,0
2021-01-31,338,75332,15,4826,410,58436,0,0
2021-02-01,617,75949,16,4842,658,59094,0,0
2021-02-02,851,76800,25,4867,1086,60180,647,0
2021-02-03,738,77538,21,4888,1137,61317,1264,0
2021-02-04,637,78175,22,4910,1175,62492,1393,0
2021-02-05,616,78791,23,4933,673,63165,1638,0
2021-02-06,414,79205,30,4963,521,63686,1638,0
2021-02-07,117,79322,20,4983,364,64050,1638,0
2021-02-08,477,79799,26,5009,844,64894,1879,0
2021-02-09,685,80484,27,5036,920,65814,2200,0
2021-02-10,665,81149,28,5064,1185,66999,2218,0
2021-02-11,639,81788,26,5090,1113,68112,2218,0
2021-02-12,471,82259,25,5115,1020,69132,2218,0
2021-02-13,311,82570,22,5137,768,69900,2218,0
2021-02-14,215,82785,24,5161,214,70114,2218,0
2021-02-15,108,82893,15,5176,826,70940,2218,0
2021-02-16,75,82968,11,5187,727,71667,2218,0
2021-02-17,309,83277,3,5190,634,72301,2218,0
2021-02-18,446,83723,23,5213,601,72902,2218,0
2021-02-19,452,84175,18,5231,596,73498,2218,0
2021-02-20,361,84536,10,5241,404,73902,2218,0
2021-02-21,180,84716,8,5249,117,74019,2218,0
2021-02-22,349,85065,1,5250,477,74496,2218,0
2021-02-23,546,85611,10,5260,675,75171,2218,244
2021-02-24,564,86175,6,5266,659,75830,2218,619
2021-02-25,461,86636,8,5274,631,76461,3629,1664
2021-02-26,352,86988,5,5279,466,76927,3629,1664
2021-02-27,220,87208,12,5291,296,77223,7453,1664
2021-02-28,177,87385,9,5300,215,77438,7453,1664
2021-03-01,355,87740,1,5301,214,77652,7453,1664
2021-03-02,339,88079,5,5306,307,77959,11036,1810
2021-03-03,342,88421,9,5315,300,78259,11036,1810
2021-03-04,407,88828,10,5325,170,78429,11036,1810
2021-03-05,298,89126,9,5334,555,78984,11036,1810
2021-03-06,256,89382,9,5343,171,79155,24235,2147
2021-03-07,60,89442,0,5343,408,79563,24295,2147
2021-03-08,136,89578,1,5344,356,79919,26242,2147
2021-03-09,411,89989,6,5350,278,80197,29448,2148
2021-03-10,315,90304,10,5360,308,80505,31858,2154
2021-03-11,308,90612,2,5362,464,80969,33224,2158
2021-03-12,513,91125,10,5372,342,81311,34211,2159
2021-03-13,338,91463,3,5375,212,81523,34241,2159
2021-03-14,152,91615,9,5384,168,81691,34258,2159
2021-03-15,344,91959,0,5384,355,82046,35021,2159
2021-03-16,425,92384,13,5397,326,82372,35892,2159
2021-03-17,446,92830,4,5401,338,82710,36578,2159
2021-03-18,353,93183,2,5403,405,83115,37537,3046
2021-03-19,368,93551,4,5407,408,83523,38312,5711
2021-03-20,286,93837,2,5409,294,83817,38316,5763
2021-03-21,49,93886,3,5412,248,84065,38316,5763
2021-03-22,231,94117,2,5414,134,84199,39000,8198
2021-03-23,406,94523,7,5421,404,84603,39757,10415
2021-03-24,394,94917,5,5426,356,84959,40458,13937
2021-03-25,332,95249,4,5430,312,85271,41403,17734
2021-03-26,392,95641,4,5434,509,85780,42645,22134
2021-03-27,256,95897,12,5446,332,86112,42669,22478
