Fecha,Casos,Casos_Acum,Muertes,Muertes_Acum,Recuperados,Recuperados_Acum
2020-06-04,16,238,2,18,0,74
2020-06-05,9,247,1,19,0,74
2020-06-06,9,256,2,21,0,74
2020-06-07,4,260,0,21,0,74
2020-06-08,14,274,0,21,0,74
2020-06-09,14,288,0,21,3,77
2020-06-10,17,305,3,24,5,82
2020-06-11,29,334,0,24,3,85
2020-06-12,24,358,0,24,0,85
2020-06-13,11,369,1,25,0,85
2020-06-14,9,378,1,26,0,85
2020-06-15,11,389,2,28,2,87
2020-06-16,11,400,2,30,2,89
2020-06-17,20,420,2,32,4,93
2020-06-18,23,443,2,34,0,93
2020-06-19,16,459,2,36,0,93
2020-06-20,10,469,0,36,3,96
2020-06-21,19,488,2,38,1,97
2020-06-22,111,599,8,46,3,100
2020-06-23,76,675,0,46,0,100
2020-06-24,24,699,0,46,6,106
2020-06-25,22,721,8,54,1,107
2020-06-26,71,792,0,54,0,107
2020-06-27,2,794,1,55,3,110
2020-06-28,84,878,0,55,3,113
2020-06-29,21,899,3,58,0,113
2020-06-30,50,949,0,58,2,115
2020-07-01,63,1012,18,76,0,115
2020-07-02,81,1093,1,77,79,194
2020-07-03,52,1145,3,80,3,197
2020-07-04,44,1189,0,80,3,200
2020-07-05,44,1233,0,80,0,200
2020-07-06,50,1283,7,87,0,200
2020-07-07,97,1380,8,95,0,200
2020-07-08,111,1491,8,103,22,222
2020-07-09,55,1546,2,105,3,225
2020-07-10,89,1635,5,110,0,225
2020-07-11,66,1701,0,110,6,231
2020-07-12,85,1786,10,120,24,255
2020-07-13,75,1861,4,124,10,265
2020-07-14,60,1921,2,126,13,278
2020-07-15,53,1974,0,126,11,289
2020-07-16,42,2016,7,133,16,305
2020-07-17,96,2112,9,142,5,310
2020-07-18,65,2177,2,144,32,342
2020-07-19,34,2211,0,144,7,349
2020-07-20,33,2244,9,153,22,371
2020-07-21,102,2346,7,160,16,387
2020-07-22,85,2431,8,168,9,396
2020-07-23,75,2506,6,174,3,399
2020-07-24,51,2557,0,174,7,406
2020-07-25,100,2657,5,179,22,428
2020-07-26,99,2756,3,182,5,433
2020-07-27,66,2822,9,191,13,446
2020-07-28,37,2859,3,194,12,458
2020-07-29,54,2913,4,198,34,492
2020-07-30,160,3073,10,208,31,523
2020-07-31,0,3073,0,208,0,523
2020-08-01,500,3573,0,208,38,561
2020-08-02,120,3693,15,223,25,586
2020-08-03,48,3741,4,227,11,597
2020-08-04,149,3890,6,233,37,634
2020-08-05,70,3960,3,236,9,643
2020-08-06,67,4027,4,240,20,663
2020-08-07,12,4039,0,240,5,668
2020-08-08,78,4117,1,241,20,688
2020-08-09,21,4138,0,241,2,690
2020-08-10,12,4150,0,241,4,694
2020-08-11,43,4193,2,243,17,711
2020-08-12,21,4214,2,245,3,714
2020-08-13,13,4227,0,245,50,764
2020-08-14,10,4237,0,245,49,813
2020-08-15,18,4255,2,247,0,813
2020-08-16,14,4269,1,248,4,817
2020-08-17,14,4283,1,249,20,837
2020-08-18,16,4299,1,250,9,846
2020-08-19,68,4367,0,250,384,1230
2020-08-20,129,4496,1,251,208,1438
2020-08-21,79,4575,0,251,31,1469
2020-08-22,61,4636,5,256,157,1626
2020-08-23,53,4689,0,256,3,1629
2020-08-24,29,4718,0,256,9,1638
2020-08-25,18,4736,6,262,9,1647
2020-08-26,30,4766,0,262,15,1662
2020-08-27,52,4818,1,263,134,1796
2020-08-28,38,4856,0,263,22,1818
2020-08-29,51,4907,3,266,63,1881
2020-08-30,44,4951,0,266,25,1906
2020-08-31,9,4960,0,266,17,1923
2020-09-01,8,4968,0,266,9,1932
2020-09-02,16,4984,3,269,14,1946
2020-09-03,102,5086,0,269,40,1986
2020-09-04,43,5129,2,271,20,2006
2020-09-05,19,5148,0,271,9,2015
2020-09-06,28,5176,0,271,9,2024
2020-09-07,9,5185,0,271,19,2043
2020-09-08,14,5199,0,271,7,2050
2020-09-09,99,5298,1,272,55,2105
2020-09-10,51,5349,5,277,121,2226
2020-09-11,10,5359,6,283,12,2238
2020-09-12,21,5380,0,283,58,2296
2020-09-13,33,5413,0,283,12,2308
2020-09-14,29,5442,5,288,14,2322
2020-09-15,9,5451,1,289,20,2342
2020-09-16,25,5476,2,291,45,2387
2020-09-17,17,5493,0,291,41,2428
2020-09-18,22,5515,2,293,65,2493
2020-09-19,12,5527,0,293,54,2547
2020-09-20,22,5549,0,293,41,2588
2020-09-21,6,5555,2,295,23,2611
2020-09-22,10,5565,0,295,7,2618
2020-09-23,41,5606,0,295,26,2644
2020-09-24,44,5650,0,295,24,2668
2020-09-25,29,5679,1,296,27,2695
2020-09-26,0,5679,0,296,0,2695
2020-09-27,18,5697,0,296,21,2716
2020-09-28,14,5711,0,296,9,2725
2020-09-29,8,5719,0,296,19,2744
2020-09-30,12,5731,0,296,8,2752
2020-10-01,13,5744,0,296,35,2787
2020-10-02,18,5762,4,300,18,2805
2020-10-03,10,5772,0,300,19,2824
2020-10-04,13,5785,0,300,10,2834
2020-10-05,2,5787,2,302,6,2840
2020-10-06,11,5798,0,302,12,2852
2020-10-07,13,5811,0,302,37,2889
2020-10-08,10,5821,3,305,67,2956
2020-10-09,23,5844,1,306,28,2984
2020-10-10,13,5857,0,306,9,2993
2020-10-11,12,5869,0,306,9,3002
2020-10-12,8,5877,0,306,33,3035
2020-10-13,11,5888,0,306,53,3088
2020-10-14,8,5896,0,306,11,3099
2020-10-15,3,5899,2,308,28,3127
2020-10-16,5,5904,0,308,1,3128
2020-10-17,9,5913,0,308,4,3132
2020-10-18,8,5921,0,308,0,3132
2020-10-19,2,5923,0,308,16,3148
2020-10-20,4,5927,2,310,21,3169
2020-10-21,6,5933,0,310,91,3260
2020-10-22,13,5946,0,310,56,3316
2020-10-23,9,5955,0,310,16,3332
2020-10-24,5,5960,0,310,0,3332
2020-10-25,5,5965,0,310,31,3363
2020-10-26,1,5966,3,313,38,3401
2020-10-27,4,5970,1,314,25,3426
2020-10-28,8,5978,1,315,16,3442
2020-10-29,16,5994,0,315,19,3461
2020-10-30,8,6002,0,315,2,3463
2020-10-31,9,6011,0,315,4,3467
2020-11-01,7,6018,0,315,4,3471
2020-11-02,0,6018,0,315,0,3471
2020-11-03,0,6018,3,318,63,3534
2020-11-04,6,6024,0,318,10,3544
2020-11-05,4,6028,1,319,48,3592
2020-11-06,11,6039,2,321,28,3620
2020-11-07,2,6041,0,321,7,3627
2020-11-08,16,6057,0,321,7,3634
2020-11-09,4,6061,1,322,12,3646
2020-11-10,2,6063,0,322,11,3657
2020-11-11,6,6069,0,322,109,3766
2020-11-12,14,6083,0,322,10,3776
2020-11-13,1,6084,0,322,5,3781
2020-11-14,4,6088,0,322,2,3783
2020-11-15,8,6096,0,322,7,3788
2020-11-16,4,6100,1,323,28,3816
2020-11-17,2,6102,0,323,100,3916
2020-11-18,3,6105,0,323,99,4015
2020-11-19,6,6111,0,323,2,4017
2020-11-20,10,6121,0,323,27,4044
2020-11-21,2,6123,0,323,1,4045
2020-11-22,11,6134,0,323,1,4046
2020-11-23,0,6134,1,324,84,4130
2020-11-24,3,6137,0,324,64,4194
2020-11-25,4,6141,0,324,28,4222
2020-11-26,5,6146,0,324,70,4292
2020-11-27,8,6154,0,324,11,4303
2020-11-28,1,6155,0,324,2,4305
2020-11-29,10,6165,0,324,4,4309
2020-11-30,3,6168,0,324,8,4317
2020-12-01,6,6174,1,325,63,4380
2020-12-02,10,6184,2,327,861,5241
2020-12-03,14,6198,0,327,121,5362
2020-12-04,15,6213,0,327,128,5490
2020-12-05,10,6223,0,327,40,5530
2020-12-06,10,6233,0,327,68,5598
2020-12-07,2,6235,0,327,0,5598
2020-12-08,6,6241,0,327,3,5601
2020-12-09,9,6250,0,327,0,5601
2020-12-10,7,6257,0,327,3,5604
2020-12-11,4,6261,0,327,3,5607
2020-12-12,12,6273,0,327,2,5609
2020-12-13,5,6278,0,327,4,5613
2020-12-14,2,6280,1,328,0,5613
2020-12-15,11,6291,1,329,36,5649
2020-12-16,11,6302,0,329,2,5651
2020-12-17,16,6318,0,329,4,5655
2020-12-18,25,6343,0,329,22,5677
2020-12-19,18,6361,0,329,4,5681
2020-12-20,24,6385,0,329,2,5683
2020-12-21,6,6391,1,330,0,5683
2020-12-22,13,6404,0,330,1,5684
2020-12-23,30,6434,1,331,77,5761
2020-12-24,22,6456,0,331,2,5763
2020-12-25,14,6470,0,331,2,5765
2020-12-26,6,6476,0,331,0,5765
2020-12-27,9,6485,0,331,1,5766
2020-12-28,6,6491,1,332,3,5769
2020-12-29,17,6508,0,332,2,5771
2020-12-30,57,6565,0,332,6,5777
2020-12-31,36,6601,2,334,12,5789
2021-01-01,60,6661,2,336,5,5794
2021-01-02,11,6672,1,337,3,5797
2021-01-03,14,6686,4,341,3,5800
2021-01-04,12,6698,2,343,0,5800
2021-01-05,24,6722,1,344,183,5983
2021-01-06,77,6799,4,348,6,5989
2021-01-07,39,6838,2,350,4,5993
2021-01-08,58,6896,4,354,3,5996
2021-01-09,76,6972,1,355,4,6000
2021-01-10,65,7037,0,355,4,6004
2021-01-11,25,7062,2,357,3,6007
2021-01-12,132,7194,6,363,26,6033
2021-01-13,56,7250,2,365,1,6034
2021-01-14,107,7357,4,369,13,6047
2021-01-15,67,7424,1,370,19,6066
2021-01-16,98,7522,0,370,15,6081
2021-01-17,100,7622,8,378,9,6090
2021-01-18,49,7671,4,382,4,6094
2021-01-19,81,7752,2,384,139,6233
2021-01-20,186,7938,4,388,9,6242
2021-01-21,79,8017,8,396,9,6251
2021-01-22,161,8178,8,404,11,6262
2021-01-23,111,8289,3,407,20,6282
2021-01-24,57,8346,2,409,5,6287
2021-01-25,93,8439,4,413,8,6295
2021-01-26,171,8610,3,416,95,6390
2021-01-27,129,8739,5,421,543,6933
2021-01-28,177,8916,0,421,5,6938
2021-01-29,157,9073,2,423,1,6939
2021-01-30,152,9225,6,429,8,6947
2021-01-31,162,9387,4,433,11,6958
2021-02-01,41,9428,10,443,2,6960
2021-02-02,107,9535,2,445,17,6977
2021-02-03,119,9654,3,448,24,7001
2021-02-04,122,9776,5,453,31,7032
2021-02-05,167,9943,2,455,28,7060
2021-02-06,124,10067,9,464,23,7083
2021-02-07,105,10172,9,473,41,7124
2021-02-08,45,10217,7,480,3,7127
2021-02-09,81,10298,5,485,54,7181
2021-02-10,118,10416,6,491,43,7224
2021-02-11,53,10469,3,494,44,7268
2021-02-12,36,10505,5,499,29,7297
2021-02-13,59,10564,4,503,33,7330
2021-02-14,39,10603,5,508,40,7370
2021-02-15,26,10629,2,510,28,7398
2021-02-16,50,10679,7,517,38,7436
2021-02-17,27,10706,4,521,15,7451
2021-02-18,96,10802,4,525,43,7494
2021-02-19,44,10846,3,528,72,7566
2021-02-20,142,10988,4,532,101,7667
2021-02-21,31,11019,1,533,19,7686
2021-02-22,49,11068,6,539,37,7723
2021-02-23,51,11119,0,539,1394,9117
2021-02-24,143,11262,8,547,46,9163
2021-02-25,71,11333,4,551,43,9206
2021-02-26,100,11433,5,556,45,9251
2021-02-27,48,11481,0,556,9,9260
2021-02-28,37,11518,1,557,10,9270
2021-03-01,61,11579,2,559,20,9290
2021-03-02,35,11614,4,563,18,9308
2021-03-03,46,11660,1,564,24,9332
2021-03-04,105,11765,2,566,37,9369
2021-03-05,74,11839,2,568,42,9411
2021-03-06,44,11883,0,568,32,9443
2021-03-07,18,11901,2,570,11,9454
2021-03-08,42,11943,3,573,25,9479
2021-03-09,52,11995,1,574,35,9514
2021-03-10,68,12063,1,575,34,9548
2021-03-11,28,12091,5,580,25,9573
2021-03-12,100,12191,6,586,65,9638
2021-03-13,34,12225,2,588,18,9656
2021-03-14,11,12236,0,588,16,9672
2021-03-15,38,12274,1,589,18,9690
2021-03-16,47,12321,2,591,51,9741
2021-03-17,41,12362,1,592,17,9758
2021-03-18,35,12397,0,592,1181,10939
2021-03-19,43,12440,1,593,6,10945
2021-03-20,34,12474,1,594,19,10964
2021-03-21,7,12480,0,594,8,10972
2021-03-22,22,12502,2,596,5,10977
2021-03-23,36,12538,2,598,31,11008
2021-03-24,35,12573,1,599,30,11038
2021-03-25,27,12600,3,602,23,11061
2021-03-26,50,12650,2,604,26,11087
2021-03-27,25,12675,4,608,15,11102
