Fecha,Casos,Casos_Acum,Muertes,Muertes_Acum,Recuperados,Recuperados_Acum,Vacunados_Prim,Vacunados_Seg
2020-08-27,148,7311,2,186,405,2206,0,0
2020-08-28,199,7510,3,189,369,2575,0,0
2020-08-29,231,7741,4,193,299,2874,0,0
2020-08-30,274,8015,4,197,362,3236,0,0
2020-08-31,120,8135,3,200,329,3565,0,0
2020-09-01,134,8269,3,203,287,3852,0,0
2020-09-02,117,8386,8,211,134,3986,0,0
2020-09-03,246,8632,2,213,109,4095,0,0
2020-09-04,124,8756,3,216,144,4239,0,0
2020-09-05,124,8880,2,218,121,4360,0,0
2020-09-06,122,9002,4,222,149,4509,0,0
2020-09-07,238,9240,7,229,58,4567,0,0
2020-09-08,147,9387,4,233,105,4672,0,0
2020-09-09,129,9516,5,238,93,4765,0,0
2020-09-10,107,9623,2,240,207,4972,0,0
2020-09-11,222,9845,5,245,202,5174,0,0
2020-09-12,242,10087,1,246,97,5271,0,0
2020-09-13,284,10371,5,251,178,5449,0,0
2020-09-14,195,10566,4,255,120,5569,0,0
2020-09-15,219,10785,3,258,66,5635,0,0
2020-09-16,242,11027,1,259,42,5677,0,0
2020-09-17,240,11267,3,262,68,5745,0,0
2020-09-18,280,11547,3,265,77,5822,0,0
2020-09-19,194,11741,4,269,109,5931,0,0
2020-09-20,65,11806,3,272,134,6065,0,0
2020-09-21,128,11934,6,278,170,6235,0,0
2020-09-22,212,12146,3,281,244,6479,0,0
2020-09-23,167,12313,3,284,97,6576,0,0
2020-09-24,318,12631,5,289,161,6737,0,0
2020-09-25,234,12865,3,292,238,6975,0,0
2020-09-26,127,12992,1,293,84,7059,0,0
2020-09-27,156,13148,3,296,51,7110,0,0
2020-09-28,160,13308,8,304,115,7225,0,0
2020-09-29,262,13570,2,306,154,7379,0,0
2020-09-30,466,14036,5,311,95,7474,0,0
2020-10-01,227,14263,7,318,178,7652,0,0
2020-10-02,218,14481,3,321,78,7730,0,0
2020-10-03,153,14634,2,323,60,7790,0,0
2020-10-04,138,14772,1,324,36,7826,0,0
2020-10-05,135,14907,2,326,154,7980,0,0
2020-10-06,177,15084,5,331,281,8261,0,0
2020-10-07,46,15130,4,335,236,8497,0,0
2020-10-08,78,15208,2,337,71,8568,0,0
2020-10-09,27,15235,3,340,168,8736,0,0
2020-10-10,94,15329,2,342,123,8859,0,0
2020-10-11,50,15379,0,342,94,8953,0,0
2020-10-12,32,15411,1,343,86,9039,0,0
2020-10-13,58,15469,0,343,55,9094,0,0
2020-10-14,49,15518,6,349,78,9172,0,0
2020-10-15,45,15563,2,351,276,9448,0,0
2020-10-16,76,15639,2,353,102,9550,0,0
2020-10-17,50,15689,2,355,98,9648,0,0
2020-10-18,0,15689,0,355,30,9678,0,0
2020-10-19,24,15713,2,357,116,9794,0,0
2020-10-20,35,15748,1,358,278,10072,0,0
2020-10-21,39,15787,4,362,340,10412,0,0
2020-10-22,73,15860,2,364,130,10542,0,0
2020-10-23,37,15897,2,366,263,10805,0,0
2020-10-24,50,15947,0,366,119,10924,0,0
2020-10-25,19,15966,3,369,371,11295,0,0
2020-10-26,18,15984,1,370,140,11435,0,0
2020-10-27,49,16033,0,370,160,11595,0,0
2020-10-28,51,16084,4,374,170,11765,0,0
2020-10-29,38,16122,3,377,116,11881,0,0
2020-10-30,37,16159,0,377,84,11965,0,0
2020-10-31,60,16219,1,378,70,12035,0,0
2020-11-01,13,16232,0,378,77,12112,0,0
2020-11-02,0,16232,1,379,27,12139,0,0
2020-11-03,16,16248,1,380,140,12279,0,0
2020-11-04,25,16273,0,380,97,12376,0,0
2020-11-05,26,16299,1,381,177,12553,0,0
2020-11-06,27,16326,1,382,162,12715,0,0
2020-11-07,36,16362,5,387,101,12816,0,0
2020-11-08,0,16362,1,388,32,12848,0,0
2020-11-09,23,16385,1,389,115,12963,0,0
2020-11-10,31,16416,1,390,72,13035,0,0
2020-11-11,26,16442,2,392,94,13129,0,0
2020-11-12,12,16454,0,392,45,13174,0,0
2020-11-13,15,16469,2,394,32,13206,0,0
2020-11-14,22,16491,0,394,46,13252,0,0
2020-11-15,0,16491,2,396,84,13290,0,0
2020-11-16,7,16498,1,397,75,13365,0,0
2020-11-17,19,16517,0,397,28,13393,0,0
2020-11-18,11,16528,1,398,90,13483,0,0
2020-11-19,17,16545,1,399,11,13494,0,0
2020-11-20,12,16557,2,401,62,13556,0,0
2020-11-21,17,16574,0,401,3,13559,0,0
2020-11-22,0,16574,0,401,0,13559,0,0
2020-11-23,10,16584,2,403,10,13569,0,0
2020-11-24,12,16596,4,407,25,13594,0,0
2020-11-25,12,16608,0,407,103,13697,0,0
2020-11-26,6,16614,1,408,30,13727,0,0
2020-11-27,3,16617,0,408,20,13747,0,0
2020-11-28,34,16651,0,408,16,13763,0,0
2020-11-29,0,16651,0,408,2,13765,0,0
2020-11-30,6,16657,0,408,21,13786,0,0
2020-12-01,9,16666,0,408,42,13828,0,0
2020-12-02,10,16676,0,408,26,13854,0,0
2020-12-03,12,16688,1,409,18,13872,0,0
2020-12-04,6,16694,0,409,14,13886,0,0
2020-12-05,18,16712,1,410,8,13894,0,0
2020-12-06,0,16712,0,410,5,13899,0,0
2020-12-07,4,16716,0,410,39,13938,0,0
2020-12-08,9,16725,0,410,51,13989,0,0
2020-12-09,6,16731,0,410,52,14041,0,0
2020-12-10,14,16745,0,410,49,14090,0,0
2020-12-11,12,16757,1,411,13,14103,0,0
2020-12-12,10,16767,0,411,29,14132,0,0
2020-12-13,2,16769,2,413,7,14139,0,0
2020-12-14,2,16771,0,413,31,14170,0,0
2020-12-15,18,16789,0,413,6,14176,0,0
2020-12-16,18,16807,1,414,5,14181,0,0
2020-12-17,12,16819,0,414,43,14224,0,0
2020-12-18,15,16834,1,415,52,14276,0,0
2020-12-19,23,16857,0,415,42,14318,0,0
2020-12-20,0,16857,0,415,2,14320,0,0
2020-12-21,12,16869,0,415,26,14346,0,0
2020-12-22,22,16891,1,416,14,14360,0,0
2020-12-23,30,16921,1,417,3,14363,0,0
2020-12-24,52,16973,2,419,10,14373,0,0
2020-12-25,0,16973,0,419,4,14377,0,0
2020-12-26,25,16998,0,419,8,14385,0,0
2020-12-27,1,16999,0,419,3,14388,0,0
2020-12-28,12,17011,1,420,10,14398,0,0
2020-12-29,49,17060,1,421,9,14407,0,0
2020-12-30,40,17100,2,423,32,14439,0,0
2020-12-31,36,17136,3,426,62,14501,0,0
2021-01-01,39,17175,0,426,19,14520,0,0
2021-01-02,63,17238,0,426,25,14545,0,0
2021-01-03,0,17238,2,428,6,14551,0,0
2021-01-04,33,17271,1,429,74,14625,0,0
2021-01-05,35,17306,0,429,91,14716,0,0
2021-01-06,62,17368,1,430,66,14782,0,0
2021-01-07,109,17477,0,430,126,14908,0,0
2021-01-08,43,17520,1,431,101,15009,0,0
2021-01-09,100,17620,0,431,79,15088,0,0
2021-01-10,0,17620,1,432,30,15118,0,0
2021-01-11,23,17643,2,434,69,15187,0,0
2021-01-12,69,17712,1,435,70,15257,0,0
2021-01-13,60,17772,1,436,60,15317,0,0
2021-01-14,80,17852,1,437,44,15361,0,0
2021-01-15,37,17889,1,438,34,15395,0,0
2021-01-16,94,17983,0,438,26,15421,0,0
2021-01-17,16,17999,2,440,20,15441,0,0
2021-01-18,73,18072,3,443,53,15494,0,0
2021-01-19,105,18177,3,446,62,15556,0,0
2021-01-20,64,18241,2,448,15,15571,0,0
2021-01-21,64,18305,3,451,186,15757,0,0
2021-01-22,165,18470,0,451,52,15809,0,0
2021-01-23,39,18509,4,455,117,15926,0,0
2021-01-24,9,18518,2,457,0,15926,0,0
2021-01-25,34,18552,4,461,35,15961,0,0
2021-01-26,120,18672,4,465,48,16009,0,0
2021-01-27,95,18767,1,466,55,16064,0,0
2021-01-28,93,18860,2,468,96,16160,0,0
2021-01-29,113,18973,3,471,42,16202,0,0
2021-01-30,54,19027,2,473,8,16210,0,0
2021-01-31,8,19035,2,475,80,16290,0,0
2021-02-01,60,19095,1,476,3,16293,0,0
2021-02-02,110,19205,4,480,3,16296,90,0
2021-02-03,74,19279,1,481,0,16296,200,0
2021-02-04,52,19331,5,486,12,16308,362,0
2021-02-05,73,19404,2,488,3,16311,711,0
2021-02-06,40,19444,4,492,7,16318,712,0
2021-02-07,4,19448,0,492,6,16324,712,0
2021-02-08,98,19546,5,497,101,16425,783,0
2021-02-09,105,19651,3,500,37,16462,825,0
2021-02-10,100,19751,3,503,47,16509,825,0
2021-02-11,91,19842,1,504,47,16556,825,0
2021-02-12,63,19905,2,506,79,16635,825,0
2021-02-13,61,19966,2,508,5,16640,825,0
2021-02-14,13,19979,1,509,0,16640,825,0
2021-02-15,16,19995,2,511,2,16642,825,0
2021-02-16,6,20001,1,512,0,16642,825,0
2021-02-17,83,20084,3,515,65,16707,825,0
2021-02-18,82,20166,1,516,95,16802,825,0
2021-02-19,108,20274,2,518,58,16860,825,0
2021-02-20,54,20328,0,518,2,16862,825,0
2021-02-21,2,20330,1,519,0,16862,825,0
2021-02-22,81,20411,2,521,47,16909,825,25
2021-02-23,102,20513,5,526,73,16982,825,74
2021-02-24,97,20610,6,532,36,17018,825,224
2021-02-25,94,20704,1,533,47,17065,856,401
2021-02-26,92,20796,2,535,26,17091,856,401
2021-02-27,50,20846,1,536,5,17096,1221,672
2021-02-28,17,20863,1,537,0,17096,1221,672
2021-03-01,83,20946,2,539,58,17154,1221,672
2021-03-02,90,21036,3,542,23,17177,3462,795
2021-03-03,111,21147,4,546,57,17234,3462,795
2021-03-04,73,21220,5,551,142,17376,3462,795
2021-03-05,113,21333,4,555,155,17531,3462,795
2021-03-06,27,21360,0,555,27,17558,6516,803
2021-03-07,12,21372,3,558,0,17558,6519,803
2021-03-08,72,21444,5,563,7,17565,6703,803
2021-03-09,98,21542,1,564,33,17598,7044,805
2021-03-10,123,21665,4,568,54,17652,7559,805
2021-03-11,91,21756,3,571,8,17660,7992,810
2021-03-12,89,21845,1,572,142,17802,8482,810
2021-03-13,17,21862,3,575,9,17811,8568,810
2021-03-14,26,21888,1,576,0,17811,8568,810
2021-03-15,73,21961,2,578,19,17830,8964,810
2021-03-16,92,22053,0,578,62,17892,9362,810
2021-03-17,83,22136,4,582,107,17999,10116,810
2021-03-18,82,22218,4,586,44,18043,10738,846
2021-03-19,84,22302,2,588,27,18070,11082,1054
2021-03-20,22,22324,0,588,33,18103,11214,1086
2021-03-21,12,22336,0,588,8,18111,11387,1107
2021-03-22,73,22409,2,590,73,18184,11566,1758
2021-03-23,76,22485,1,591,48,18232,11826,2982
2021-03-24,92,22577,0,591,97,18329,11968,3790
2021-03-25,68,22645,2,593,47,18376,12035,4816
2021-03-26,91,22736,1,594,73,18449,12134,5621
2021-03-27,29,22765,2,596,10,18459,12187,5906
